engine,workload,input,sample_index,operation_count,total_us,us_per_operation,before_working_set_bytes,after_ready_working_set_bytes,after_finalize_working_set_bytes,peak_working_set_bytes
yune,key_sequence_process_with_context,hao,1,3,10854.000,3618.000,242221056,242221056,0,262602752
yune,key_sequence_process_with_context,hao,2,3,10840.900,3613.633,242221056,242221056,0,262602752
yune,key_sequence_process_with_context,hao,3,3,10926.500,3642.167,242221056,242221056,0,262602752
yune,key_sequence_process_with_context,hao,4,3,10950.500,3650.167,242221056,242221056,0,262602752
yune,key_sequence_process_with_context,hao,5,3,10852.800,3617.600,242221056,242221056,0,262602752
yune,key_sequence_process_with_context,hao,6,3,11041.200,3680.400,242221056,242221056,0,262602752
yune,key_sequence_process_with_context,hao,7,3,11005.500,3668.500,242221056,242221056,0,262602752
yune,key_sequence_process_with_context,hao,8,3,10947.000,3649.000,242221056,242221056,0,262602752
yune,key_sequence_process_with_context,hao,9,3,10898.800,3632.933,242221056,242221056,0,262602752
yune,key_sequence_process_with_context,hao,10,3,11014.800,3671.600,242229248,242229248,0,262602752
yune,key_sequence_process_with_context,hao,11,3,11011.100,3670.367,242229248,242229248,0,262602752
yune,key_sequence_process_with_context,hao,12,3,13519.500,4506.500,242229248,242229248,0,262602752
yune,key_sequence_process_with_context,hao,13,3,14491.600,4830.533,242229248,242229248,0,262602752
yune,key_sequence_process_with_context,hao,14,3,13142.300,4380.767,242229248,242229248,0,262602752
yune,key_sequence_process_with_context,hao,15,3,12799.500,4266.500,242229248,242229248,0,262602752
yune,key_sequence_process_with_context,hao,16,3,12870.600,4290.200,242229248,242229248,0,262602752
yune,key_sequence_process_with_context,hao,17,3,12220.700,4073.567,242229248,242229248,0,262602752
yune,key_sequence_process_with_context,hao,18,3,11481.200,3827.067,242229248,242229248,0,262602752
yune,key_sequence_process_with_context,hao,19,3,11179.000,3726.333,242229248,242229248,0,262602752
yune,key_sequence_process_with_context,hao,20,3,11043.800,3681.267,242229248,242229248,0,262602752
yune,key_sequence_process_with_context,hao,21,3,11089.400,3696.467,242229248,242229248,0,262602752
yune,key_sequence_process_with_context,hao,22,3,11425.700,3808.567,242229248,242229248,0,262602752
yune,key_sequence_process_with_context,hao,23,3,11458.200,3819.400,242229248,242229248,0,262602752
yune,key_sequence_process_with_context,hao,24,3,11470.100,3823.367,242229248,242229248,0,262602752
yune,key_sequence_process_with_context,zhongguo,0,8,34457.200,4307.150,242184192,242184192,0,262602752
yune,key_sequence_process_with_context,zhongguo,1,8,33170.300,4146.288,242184192,242184192,0,262602752
yune,key_sequence_process_with_context,zhongguo,2,8,33086.300,4135.788,242184192,242184192,0,262602752
yune,key_sequence_process_with_context,zhongguo,3,8,33970.900,4246.363,242184192,242184192,0,262602752
yune,key_sequence_process_with_context,zhongguo,4,8,32897.000,4112.125,242184192,242184192,0,262602752
yune,key_sequence_process_with_context,zhongguo,5,8,32973.100,4121.638,242184192,242184192,0,262602752
yune,key_sequence_process_with_context,zhongguo,6,8,36946.800,4618.350,242184192,242184192,0,262602752
yune,key_sequence_process_with_context,zhongguo,7,8,33398.000,4174.750,242184192,242184192,0,262602752
yune,key_sequence_process_with_context,zhongguo,8,8,32851.900,4106.488,242184192,242184192,0,262602752
yune,key_sequence_process_with_context,zhongguo,9,8,33793.700,4224.213,242184192,242184192,0,262602752
yune,key_sequence_process_with_context,zhongguo,10,8,34653.500,4331.688,242184192,242184192,0,262602752
yune,key_sequence_process_with_context,zhongguo,11,8,33631.600,4203.950,242184192,242184192,0,262602752
yune,key_sequence_process_with_context,zhongguo,12,8,36322.300,4540.288,242184192,242184192,0,262602752
yune,key_sequence_process_with_context,zhongguo,13,8,36045.500,4505.688,242184192,242184192,0,262602752
yune,key_sequence_process_with_context,zhongguo,14,8,34499.300,4312.413,242184192,242184192,0,262602752
yune,key_sequence_process_with_context,zhongguo,15,8,34502.800,4312.850,242184192,242184192,0,262602752
yune,key_sequence_process_with_context,zhongguo,16,8,35671.300,4458.913,242184192,242184192,0,262602752
yune,key_sequence_process_with_context,zhongguo,17,8,36237.700,4529.713,242184192,242184192,0,262602752
yune,key_sequence_process_with_context,zhongguo,18,8,34949.600,4368.700,242184192,242184192,0,262602752
yune,key_sequence_process_with_context,zhongguo,19,8,35883.200,4485.400,242184192,242184192,0,262602752
yune,key_sequence_process_with_context,zhongguo,20,8,39903.100,4987.888,242184192,242184192,0,262602752
yune,key_sequence_process_with_context,zhongguo,21,8,33730.900,4216.363,242184192,242184192,0,262602752
yune,key_sequence_process_with_context,zhongguo,22,8,34024.000,4253.000,242184192,242184192,0,262602752
yune,key_sequence_process_with_context,zhongguo,23,8,32690.300,4086.288,242184192,242184192,0,262602752
yune,key_sequence_process_with_context,zhongguo,24,8,33100.800,4137.600,242184192,242184192,0,262602752
