engine,track,schema_id,session_id,owner_id,module,structure,byte_class,sharing_scope,retained_estimate_bytes,non_overlapping_reducible_bytes,logical_bytes,item_count,mapped_file_bytes,mapping_mode,evidence_source,notes
yune,track-a-comparison,luna_pinyin,88,prism.tips_payload,prism,tips_payload,mmap_file_backed,file_mapping,0,0,0,0,0,byte_backed:mmap,yune_m43_memory_owner_profile_json,prism descriptor tips remain in the byte source
yune,track-a-comparison,luna_pinyin,88,translator.upstream_sentence_model_build_source,translator,upstream_sentence_model_build_source,heap_owned_guarded,session_or_process_heap,0,0,0,0,0,"Option<Vec<(String, Candidate)>>",yune_m43_memory_owner_profile_json,source-order rows retained as the lazy sentence-model build recipe; construction occurs on first translation/warmup and resets after relevant builder reconfiguration
yune,track-a-comparison,luna_pinyin,88,translator.upstream_sentence_model_preset_vocabulary_recipe,translator,upstream_sentence_model_preset_vocabulary_recipe,heap_owned_guarded,session_or_process_heap,18047883,0,0,442712,0,Vec<PresetVocabularyEntry>,yune_m43_memory_owner_profile_json,translator-owned normal preset-vocabulary recipe; the initialized model owns its separately packed runtime index
yune,track-a-comparison,luna_pinyin,88,translator.upstream_sentence_model_abbreviation_vocabulary_recipe,translator,upstream_sentence_model_abbreviation_vocabulary_recipe,heap_owned_guarded,session_or_process_heap,469,0,0,11,0,Vec<PresetVocabularyEntry>,yune_m43_memory_owner_profile_json,translator-owned abbreviation-vocabulary recipe; the initialized model owns its separately packed runtime index
yune,track-a-comparison,luna_pinyin,88,poet.entries_by_code,poet,entries_by_code,heap_owned_reducible,session_or_process_heap,18694662,18694662,0,513353,0,Vec<ModelEntry>,yune_m43_memory_owner_profile_json,sentence model entries cloned from table rows
yune,track-a-comparison,luna_pinyin,88,poet.lookup_index,poet,lookup_index,heap_owned_guarded,session_or_process_heap,2660848,0,0,332604,0,SentenceLookupIndex,yune_m43_memory_owner_profile_json,sorted code-range index used by M40 sentence lookup
yune,track-a-comparison,luna_pinyin,88,poet.vocabulary,poet,vocabulary,heap_owned_reducible,session_or_process_heap,28147,28147,0,193,0,Vec<ModelVocabularyEntry>,yune_m43_memory_owner_profile_json,normal preset vocabulary used by upstream sentence graph
yune,track-a-comparison,luna_pinyin,88,poet.abbreviation_vocabulary,poet,abbreviation_vocabulary,heap_owned_reducible,session_or_process_heap,1433,1433,0,11,0,Vec<ModelVocabularyEntry>,yune_m43_memory_owner_profile_json,abbreviation-only vocabulary used by M42 guard rows
yune,track-a-comparison,luna_pinyin,88,poet.normal_character_code_index,poet,normal_character_code_index,heap_owned_guarded,session_or_process_heap,11538,0,0,423,0,sorted Box<[String]>,yune_m43_memory_owner_profile_json,single-character dictionary readings that reconstruct librime syllable ids
yune,track-a-comparison,luna_pinyin,88,schema.config,schema,config,overlap_estimate,logical_overlap,1493,0,1493,2,0,schema_reload_signature,yune_m43_memory_owner_profile_json,deployed YAML config is parsed transiently; retained bytes are reload signatures
yune,track-a-comparison,luna_pinyin,88,schema.processors,schema,processors,heap_owned_guarded,session_or_process_heap,2599,0,0,2,0,SessionState processors,yune_m43_memory_owner_profile_json,processor and segmentor state installed from the selected schema
yune,track-a-comparison,luna_pinyin,88,session.userdb,session,userdb,heap_owned_guarded,session_or_process_heap,24,0,0,0,0,UserDb,yune_m43_memory_owner_profile_json,per-session learned entries; empty in clean native benchmark runs
yune,track-a-comparison,luna_pinyin,88,runtime.session_state,runtime,session_state,heap_owned_guarded,session_or_process_heap,3214,0,0,1,0,SessionState,yune_m43_memory_owner_profile_json,active native session runtime shell excluding shared translator internals
yune,track-a-comparison,luna_pinyin,0,process.after_ready_working_set_unclassified_lower_bound,process,after_ready_working_set_unclassified_lower_bound,unclassified,process_memory_proxy,91066284,0,91066284,1,0,process_memory,native_inprocess_benchmark,median after-ready working set minus non-overlapping reducible owner rows; lower-bound proxy only
yune,track-a-comparison,luna_pinyin,0,process.peak_working_set_high_water,process,peak_working_set_high_water,unclassified,process_memory_proxy,153784320,0,153784320,1,0,process_memory,native_inprocess_benchmark,"maximum observed peak working set in this benchmark process; includes allocator, loader, mappings, and overlap"
yune,track-a-comparison,luna_pinyin,0,process.private_bytes_proxy,process,private_bytes_proxy,unclassified,process_memory_proxy,98484224,0,98484224,1,0,process_memory,native_inprocess_benchmark,median private bytes proxy from PROCESS_MEMORY_COUNTERS_EX where available
yune,track-a-comparison,luna_pinyin,0,process.peak_pagefile_high_water,process,peak_pagefile_high_water,unclassified,process_memory_proxy,174981120,0,174981120,1,0,process_memory,native_inprocess_benchmark,maximum observed peak pagefile usage proxy from PROCESS_MEMORY_COUNTERS_EX where available
